UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2023,30,4536283,2277924,2258359,1604384,1556859,328700,347628,53453,49344,178746,185086,7632,7403,105009,112039,1699715,1658988,367962,391266,97401,96070,212663,220327,15383,14978,1754499,1749760,1187697,1152587,296036,314970,16129,15636,171791,177836,5698,5366,77148,83365,1257785,1228690,324455,346953,44500,46596,199379,206682,11422,10954,523425,508599,416687,404272,32664,32658,37324,33708,6955,7250,1934,2037,27861,28674,441930,430298,43507,44313,52901,49474,13284,13645,3961,4024
R,4,2023,31,4600599,2303643,2296956,1631419,1590074,328102,351306,53889,49513,179213,187906,7542,7235,103478,110922,1725504,1691083,365429,393643,98516,97112,212434,222531,15230,14760,1782593,1791168,1216579,1188322,295636,317955,16620,16206,172333,180910,5622,5405,75803,82370,1285549,1263468,322380,348838,45384,47699,199494,209171,11380,10998,521050,505788,414840,401752,32466,33351,37269,33307,6880,6996,1920,1830,27675,28552,439955,427615,43049,44805,53132,49413,12940,13360,3850,3762
R,4,2023,32,4710036,2357637,2352399,1673952,1627599,334138,361120,54987,50277,184066,194751,7763,7515,102731,111137,1766969,1728917,370640,402247,99835,99202,217372,229345,15519,15173,1833047,1844025,1257036,1224722,301209,327436,16911,16476,176976,187510,5771,5552,75144,82329,1325191,1299912,327092,357091,45742,48959,204247,215772,11525,11271,524590,508374,416916,402877,32929,33684,38076,33801,7090,7241,1992,1963,27587,28808,441778,429005,43548,45156,54093,50243,13125,13573,3994,3902
R,4,2023,33,4697172,2346918,2350254,1669885,1627600,332103,359590,53634,49894,183927,197364,7561,7376,99808,108430,1760440,1726058,366725,399031,97815,98561,216196,231092,15051,14869,1836210,1851503,1263259,1231879,300005,326326,16756,16610,177281,190472,5682,5489,73227,80727,1329727,1305261,324443,354647,45466,49352,203818,218224,11307,11205,510708,498751,406626,395721,32098,33264,36878,33284,6646,6892,1879,1887,26581,27703,430713,420797,42282,44384,52349,49209,12378,12868,3744,3664
R,4,2023,34,4575212,2280632,2294580,1628837,1593471,315049,345059,51798,48603,182652,197329,7258,6968,95038,103150,1714942,1687163,347283,381829,94310,95785,213687,229329,14472,13987,1791624,1815425,1238943,1212317,284987,313557,16191,16337,176150,190779,5470,5232,69883,77203,1302225,1282459,307724,339983,43853,48353,201756,217346,10988,10599,489008,479155,389894,381154,30062,31502,35607,32266,6502,6550,1788,1736,25155,25947,412717,404704,39559,41846,50457,47432,11931,11983,3484,3388
R,4,2023,35,4510604,2246364,2264240,1615325,1581492,304024,334713,51662,47733,176413,192605,7060,6965,91880,100732,1698639,1673008,334536,370276,93580,94637,205861,223472,14024,13952,1763222,1791350,1229208,1204932,275077,304255,15931,15569,170015,186184,5305,5240,67686,75170,1290534,1273357,296570,329665,43300,47385,194508,211667,10662,10547,483142,472890,386117,376560,28947,30458,35731,32164,6398,6421,1755,1725,24194,25562,408105,399651,37966,40611,50280,47252,11353,11805,3362,3405
R,4,2023,36,4460656,2220374,2240282,1604782,1572308,297388,327461,50714,47772,172006,188167,7135,6783,88349,97791,1684709,1661138,326109,361428,92131,94625,200369,217725,13951,13349,1745108,1772545,1224523,1199802,269040,297741,15507,15266,165841,181876,5345,5048,64852,72812,1283134,1265933,289136,321862,42486,47183,189381,206380,10576,10037,475266,467737,380259,372506,28348,29720,35207,32506,6165,6291,1790,1735,23497,24979,401575,395205,36973,39566,49645,47442,10988,11345,3375,3312
R,4,2023,37,4506321,2243241,2263080,1625749,1593160,297308,328048,51334,47849,173730,190811,7008,6791,88112,96421,1705606,1680751,325521,360505,93329,94914,201633,219753,13878,13520,1764971,1795827,1243040,1219828,269003,298949,15247,15648,167567,184525,5349,5101,64765,71776,1301745,1285057,288470,321742,42978,47942,190761,208479,10544,10211,478270,467253,382709,373332,28305,29099,36087,32201,6163,6286,1659,1690,23347,24645,403861,395694,37051,38763,50351,46972,10872,11274,3334,3309
R,4,2023,38,4442244,2209298,2232946,1607053,1576500,288510,319687,50143,47753,172232,189674,6866,6760,84494,92572,1683489,1660449,314722,350105,91275,94270,198983,216989,13366,13208,1742489,1772238,1232492,1207864,261967,291618,14929,15438,166030,183648,5161,5068,61910,68602,1288460,1270111,280028,312856,42045,47165,188190,206264,10135,9995,466809,460708,374561,368636,26543,28069,35214,32315,6202,6026,1705,1692,22584,23970,395029,390338,34694,37249,49230,47105,10793,10725,3231,3213
R,4,2023,39,4364311,2166651,2197660,1578020,1550856,281147,314480,49743,46634,168973,187890,6700,6705,82068,91095,1651976,1633224,306386,343986,90467,93445,194649,214417,13239,13190,1707994,1743982,1210079,1186980,254894,287051,14746,15008,163125,181995,5072,5007,60078,67941,1264102,1248384,272272,307763,41672,47412,184325,203954,10097,9995,458657,453678,367941,363876,26253,27429,34997,31626,5848,5895,1628,1698,21990,23154,387874,384840,34114,36223,48795,46033,10324,10463,3142,3195
R,4,2023,40,4416199,2185465,2230734,1595118,1578671,284373,317804,50502,48294,166914,188150,6390,6528,82168,91287,1669396,1661150,309439,346972,92233,96225,191662,214252,12811,12962,1724515,1767277,1224556,1206192,258240,290395,15201,15491,161329,182282,4761,4900,60428,68017,1279106,1267607,275635,310859,43101,48863,181834,203759,9670,9825,460950,463457,370562,372479,26133,27409,35301,32803,5585,5868,1629,1628,21740,23270,390290,393543,33804,36113,49132,47362,9828,10493,3141,3137
R,4,2023,41,4342984,2145428,2197556,1571727,1558568,278078,312403,49305,47143,161233,184089,6309,6443,78776,88910,1642653,1638816,302034,340963,89692,94354,184866,209050,12482,12685,1694393,1741758,1209049,1192341,252598,285398,14397,14762,155644,178334,4719,4742,57986,66181,1261123,1252143,269308,305377,41515,47526,175215,198934,9504,9523,451035,455798,362678,366227,25480,27005,34908,32381,5589,5755,1590,1701,20790,22729,381530,386673,32726,35586,48177,46828,9651,10116,2978,3162
R,4,2023,42,4358443,2154555,2203888,1580009,1564769,283363,318376,50219,47501,155942,179289,6411,6286,78611,87667,1650924,1644037,307046,346414,91272,94752,178957,203316,12456,12294,1699533,1746244,1213497,1195969,258328,291552,14956,15066,150397,173516,4681,4727,57674,65414,1265394,1255108,274770,311382,42477,48118,169380,193314,9328,9251,455022,457644,366512,368800,25035,26824,35263,32435,5545,5773,1730,1559,20937,22253,385530,388929,32276,35032,48795,46634,9577,10002,3128,3043
R,4,2023,43,4285687,2117284,2168403,1552944,1538050,280894,315301,48542,46843,152755,176299,6275,6383,75874,85527,1621246,1615076,303694,342605,88645,93255,174551,199582,12093,12388,1671704,1718122,1192624,1175334,256787,288935,14376,14854,147363,170764,4734,4686,55820,63549,1242756,1232539,272494,307982,41440,47296,165481,189919,9288,9280,445580,450281,360320,362716,24107,26366,34166,31989,5392,5535,1541,1697,20054,21978,378490,382537,31200,34623,47205,45959,9070,9663,2805,3108
R,4,2023,44,4084225,2013884,2070341,1478989,1470783,265542,299171,46526,44647,145339,169317,5869,5732,71619,80691,1543454,1543475,286675,324737,85136,88787,165693,191100,11203,11237,1592516,1641190,1138306,1124086,242963,274536,13640,13951,140295,163960,4411,4212,52901,60445,1185897,1178524,257638,292438,39952,45184,157132,181987,8511,8423,421368,429151,340683,346697,22579,24635,32886,30696,5044,5357,1458,1520,18718,20246,357557,364951,29037,32299,45184,43603,8561,9113,2692,2814
R,4,2023,45,4027955,1981423,2046532,1463452,1463309,256410,290229,45498,44361,140957,164090,5542,5750,69564,78793,1526260,1534360,276768,314549,83267,88026,160737,185440,10585,11096,1565948,1619428,1125819,1117066,234994,266236,13521,14232,136057,158841,4144,4212,51413,58841,1172175,1170106,248953,283255,39259,45036,152571,176369,8011,8362,415475,427104,337633,346243,21416,23993,31977,30129,4900,5249,1398,1538,18151,19952,354085,364254,27815,31294,44008,42990,8166,9071,2574,2734
R,4,2023,46,3928897,1932101,1996796,1425643,1425783,248487,282781,44364,42957,140945,164424,5461,5533,67201,75318,1486126,1493635,267809,305941,81415,85315,159725,184636,10509,10564,1525807,1576574,1094429,1083523,227786,259698,13423,13705,136233,159317,4079,4080,49857,56251,1139164,1134104,241112,275887,38903,43490,151963,176106,7994,7970,406294,420222,331214,342260,20701,23083,30941,29252,4712,5107,1382,1453,17344,19067,346962,359531,26697,30054,42512,41825,7762,8530,2515,2594
R,4,2023,47,3866517,1900396,1966121,1401085,1404750,243742,276824,43441,41858,142030,164703,5218,5374,64880,72612,1459476,1470006,262016,298792,79755,82911,159844,184014,9944,10238,1503009,1554464,1076536,1067537,223869,255017,13034,13481,137397,159706,3963,3997,48210,54726,1119851,1116668,236526,270575,38185,42721,152275,175783,7651,7772,397387,411657,324549,337213,19873,21807,30407,28377,4633,4997,1255,1377,16670,17886,339625,353338,25490,28217,41570,40190,7569,8231,2293,2466
R,4,2023,48,3882916,1910792,1972124,1414317,1416585,242107,272991,42574,41608,143543,164965,5046,5161,63205,70814,1471176,1480359,259880,293929,78302,82183,160669,183801,9555,9650,1520047,1566444,1094154,1083555,222907,251872,13073,13524,139033,160201,3813,3865,47067,53427,1136416,1131555,235342,266694,37943,42504,153265,175943,7276,7321,390745,405680,320163,333030,19200,21119,29501,28084,4510,4764,1233,1296,16138,17387,334760,348804,24538,27235,40359,39679,7404,7858,2279,2329
R,4,2023,49,3793423,1862361,1931062,1377385,1384567,237338,269040,40676,40234,141261,163365,4880,5125,60821,68731,1432066,1446381,254052,289190,75371,79743,157834,181686,9217,9581,1488672,1539016,1070232,1061943,219261,249003,12676,13415,136984,158783,3744,3777,45775,52095,1111215,1108730,231001,263214,37229,41922,150915,174094,7104,7229,373689,392046,307153,322624,18077,20037,28000,26819,4277,4582,1136,1348,15046,16636,320851,337651,23051,25976,38142,37821,6919,7592,2113,2352
R,4,2023,50,3900744,1909496,1991248,1412754,1428420,246699,280440,41114,40348,142757,167392,4863,5077,61309,69571,1467893,1490904,263229,300729,76398,80739,159296,185343,9165,9644,1537259,1599492,1106447,1105360,228792,260444,13294,13720,138515,162810,3713,3790,46498,53368,1148066,1153188,240506,275069,38535,43310,152418,177920,7162,7373,372237,391756,306307,323060,17907,19996,27820,26628,4242,4582,1150,1287,14811,16203,319827,337716,22723,25660,37863,37429,6878,7423,2003,2271
R,4,2023,51,4062814,1989859,2072955,1491724,1507958,250184,285293,40183,39794,140834,164123,4861,4948,62073,70839,1547601,1571831,266718,305276,76727,81871,156900,181915,9201,9462,1624340,1687549,1189650,1189397,232878,265922,13579,13990,136626,159565,3663,3722,47944,54953,1232730,1238794,244822,280478,40358,45390,150331,174619,7115,7296,365519,385406,302074,318561,17306,19371,26604,25804,4208,4558,1198,1226,14129,15886,314871,333037,21896,24798,36369,36481,6569,7296,2086,2166
R,4,2023,52,4314071,2115488,2198583,1600371,1615415,264745,301484,40871,40322,139725,163353,5018,5076,64758,72933,1658735,1681070,281777,321985,79642,84518,155913,180913,9518,9740,1745330,1812456,1294399,1295777,247078,281871,14058,14913,135553,158884,3823,3884,50419,57127,1339790,1347037,259448,296952,42938,48549,149321,173687,7435,7632,370158,386127,305972,319638,17667,19613,26813,25409,4172,4469,1195,1192,14339,15806,318945,334033,22329,25033,36704,35969,6592,7226,2083,2108
R,4,2023,53,4198871,2058685,2140186,1565686,1583003,252934,286206,39244,38791,134824,157631,4774,4946,61223,69609,1620823,1645691,268854,305399,76273,81411,149856,174187,9217,9536,1700231,1767393,1268326,1273793,236138,267647,13416,14234,130905,153328,3644,3817,47802,54574,1311246,1322819,247755,281835,41210,46649,143742,167292,7240,7527,358454,372793,297360,309210,16796,18559,25828,24557,3919,4303,1130,1129,13421,15035,309577,322872,21099,23564,35063,34762,6114,6895,1977,2009
R,4,2023,54,4056305,1982740,2073565,1511470,1537584,241697,275330,37508,37215,130573,153352,4406,4808,57086,65276,1563026,1596291,256192,293285,72514,77787,144354,168359,8407,9020,1644054,1720507,1229948,1244355,225958,257971,13202,14071,126933,149390,3388,3647,44625,51073,1270173,1290192,236532,271009,39658,45142,138590,162010,6607,7007,338686,353058,281522,293229,15739,17359,24306,23144,3640,3962,1018,1161,12461,14203,292853,306099,19660,22276,32856,32645,5764,6349,1800,2013
R,4,2023,55,3955813,1930206,2025607,1476164,1504522,238869,275167,36212,36092,120377,142751,4402,4629,54182,62446,1525037,1560725,252712,292532,69841,75080,132976,156698,8126,8711,1601960,1681942,1202952,1218584,223565,258080,12991,13849,116808,138844,3426,3590,42218,48995,1240887,1262613,233550,270811,38439,43744,127449,150502,6463,6886,328246,343665,273212,285938,15304,17087,23221,22243,3569,3907,976,1039,11964,13451,284150,298112,19162,21721,31402,31336,5527,6196,1663,1825
R,4,2023,56,3991949,1943702,2048247,1496461,1534117,239671,277999,35375,35329,114859,134672,4536,4495,52800,61635,1543988,1589627,253070,294770,68591,74510,126862,147880,8225,8448,1624134,1715074,1229277,1256135,225229,261452,13170,14143,111594,131047,3493,3449,41371,48848,1266440,1300053,234976,273910,38428,44668,121736,142136,6513,6621,319568,333173,267184,277982,14442,16547,22205,21186,3265,3625,1043,1046,11429,12787,277548,289574,18094,20860,30163,29842,5126,5744,1712,1827
R,4,2023,57,4092266,1989090,2103176,1529422,1573171,249340,289612,35355,35909,116880,137525,4419,4695,53674,62264,1577526,1628960,263076,306735,69458,75624,128756,150910,8282,8736,1671639,1771163,1264033,1296073,234568,273258,13679,14751,113593,133951,3443,3649,42323,49481,1301851,1340320,244621,285916,39953,45871,123649,145198,6581,6907,317451,332013,265389,277098,14772,16354,21676,21158,3287,3574,976,1046,11351,12783,275675,288640,18455,20819,29505,29753,5107,5712,1701,1829
R,4,2023,58,4269514,2068504,2201010,1608246,1667096,251930,294464,35183,35555,115103,135963,4180,4720,53862,63212,1656779,1724002,265013,311352,70095,76756,126691,148863,7829,8717,1760468,1875179,1349682,1394018,238101,278459,14152,15491,111998,132519,3231,3714,43304,50978,1388604,1439808,247887,291228,41690,48340,121903,143430,6243,7020,308036,325831,258564,273078,13829,16005,21031,20064,3105,3444,949,1006,10558,12234,268175,284194,17126,20124,28405,28416,4788,5433,1586,1697
R,4,2023,59,4320929,2088107,2232822,1629841,1700210,249164,290999,34188,34837,117140,139146,4113,4484,53661,63146,1678146,1756979,262157,307429,69412,76313,128381,152054,7767,8487,1793088,1917029,1382349,1435243,235590,275521,14255,15581,114195,135871,3302,3475,43397,51338,1421295,1481345,245405,288045,42267,48987,123810,146844,6335,6765,295019,315793,247492,264967,13574,15478,19933,19256,2945,3275,811,1009,10264,11808,256851,275634,16752,19384,27145,27326,4571,5210,1432,1722
R,4,2023,60,4308343,2078953,2229390,1629824,1706675,244361,287872,32997,33741,115634,134936,4012,4536,52125,61630,1676811,1762133,256639,303839,67291,74638,126710,147203,7519,8340,1796328,1925300,1391762,1450473,231687,273460,14262,15482,112798,131728,3192,3658,42627,50499,1430104,1495807,241050,285776,41921,48689,122317,142254,6134,6806,282625,304090,238062,256202,12674,14412,18735,18259,2836,3208,820,878,9498,11131,246707,266326,15589,18063,25370,25949,4393,4949,1385,1534
R,4,2023,61,4287718,2064216,2223502,1637949,1722300,237348,282276,31374,32730,102785,122034,4007,4248,50753,59914,1683710,1776294,249177,297626,65182,72894,113320,133709,7304,7830,1797606,1936473,1412987,1480326,225645,268872,13945,15393,100162,119104,3218,3367,41649,49411,1450449,1524757,234715,280781,41231,48271,109368,129122,6003,6334,266610,287029,224962,241974,11703,13404,17429,17337,2623,2930,789,881,9104,10503,233261,251537,14462,16845,23951,24623,3952,4587,1301,1496
R,4,2023,62,4317998,2072111,2245887,1645400,1741993,238907,283496,30770,32352,103055,124490,3852,4242,50127,59314,1690645,1795328,250767,298654,64199,72119,113362,136062,7100,7956,1813440,1963441,1427212,1503552,227458,270601,13820,15387,100603,121620,3115,3409,41232,48872,1464322,1547445,236548,282288,40996,47935,109539,131560,5838,6444,258671,282446,218188,238441,11449,12895,16950,16965,2452,2870,737,833,8895,10442,226323,247883,14219,16366,23203,24184,3823,4502,1262,1512
R,4,2023,63,4240094,2028369,2211725,1614186,1717490,232254,279202,29256,31299,101216,122890,3617,3993,47840,56851,1657221,1768570,243355,293788,61198,69496,111222,133929,6742,7363,1783817,1942984,1407751,1490948,221313,266545,13350,15001,98818,120175,2933,3229,39652,47086,1443334,1533130,229945,277986,39409,46435,107597,129657,5547,6039,244552,268741,206435,226542,10941,12657,15906,16298,2398,2715,684,764,8188,9765,213887,235440,13410,15802,21789,23061,3625,4272,1195,1324
R,4,2023,64,4150214,1977435,2172779,1580332,1694142,223125,270079,27351,29764,97543,120663,3450,3769,45634,54362,1621410,1743087,233783,283899,58076,66500,106770,131058,6316,7014,1750593,1920414,1388832,1480813,212838,258607,12828,14592,95337,118142,2806,3104,37952,45156,1422920,1521349,221152,269465,38035,44919,103442,127120,5218,5758,226842,252365,191500,213329,10287,11472,14523,15172,2206,2521,644,665,7682,9206,198490,221738,12631,14434,20041,21581,3328,3938,1098,1256
R,4,2023,65,4126732,1959342,2167390,1572922,1699274,216400,264363,26224,28400,96516,119019,3220,3534,44060,52800,1612584,1746733,226504,277803,55938,64493,105523,128849,5971,6579,1743207,1923100,1389811,1492003,206887,253420,12531,14114,94444,116568,2666,2863,36868,44132,1422882,1531573,214844,264098,37149,44100,102351,125128,5018,5419,216135,244290,183111,207271,9513,10943,13693,14286,2072,2451,554,671,7192,8668,189702,215160,11660,13705,18789,20393,3172,3721,953,1160
R,4,2023,66,3996054,1889327,2106727,1520786,1654812,205948,255852,24755,26794,93030,116273,3136,3416,41672,49580,1558391,1699398,215513,268338,53047,60807,101333,125398,5747,6303,1686269,1874151,1348636,1457082,197020,245286,11962,13504,91124,114035,2595,2809,34932,41435,1380096,1494232,204551,255188,35432,41772,98446,121928,4785,5243,203058,232576,172150,197730,8928,10566,12793,13290,1906,2238,541,607,6740,8145,178295,205166,10962,13150,17615,19035,2887,3470,962,1060
R,4,2023,67,3884270,1830777,2053493,1478625,1616613,196071,246011,23484,25759,90692,114582,2869,3314,39036,47214,1513813,1659021,205072,257949,49836,58054,98473,123472,5364,6118,1637674,1830984,1314750,1427243,187527,235874,11297,13174,88860,112361,2372,2708,32868,39624,1344310,1462731,194640,245311,33248,40143,95746,120126,4504,5091,193103,222509,163875,189370,8544,10137,12187,12585,1832,2221,497,606,6168,7590,169503,196290,10432,12638,16588,17911,2727,3346,860,1027
R,4,2023,68,3781599,1776050,2005549,1440705,1587270,185637,234711,21955,24160,88394,111647,2797,3190,36562,44571,1473580,1627071,194149,246154,46695,54686,95659,119934,5151,5889,1595350,1794722,1287340,1407428,177603,225375,10773,12269,86692,109632,2320,2624,30622,37394,1314812,1440688,184277,234461,31266,37729,93111,116869,4330,4939,180700,210827,153365,179842,8034,9336,11182,11891,1702,2015,477,566,5940,7177,158768,186383,9872,11693,15429,16957,2548,3065,821,950
R,4,2023,69,3593588,1676586,1917002,1371744,1529126,168485,218636,19758,22085,81107,102911,2462,2885,33030,41359,1401440,1566255,176204,229250,42350,50540,87471,110377,4538,5354,1512508,1721365,1231791,1361791,161347,209951,9893,11565,79595,101021,2036,2387,27846,34650,1256764,1392796,167435,218316,28802,35359,85240,107497,3829,4488,164078,195637,139953,167335,7138,8685,9865,10520,1512,1890,426,498,5184,6709,144676,173459,8769,10934,13548,15181,2231,2880,709,866
R,4,2023,70,3467651,1612668,1854983,1326153,1486046,156820,206500,18022,20741,78609,100393,2349,2719,30715,38584,1353756,1520717,164053,216240,38948,47273,84637,107282,4343,5074,1461012,1671211,1196280,1328361,150140,198419,9258,11012,77327,98702,1979,2273,26028,32444,1219595,1357396,155909,206194,26839,33207,82688,104744,3683,4310,151656,183772,129873,157685,6680,8081,8764,9729,1282,1691,370,446,4687,6140,134161,163321,8144,10046,12109,14066,1949,2538,660,764
R,4,2023,71,3312765,1535763,1777002,1271703,1433015,146198,195293,16558,19103,70372,91010,2119,2477,28813,36104,1297687,1465369,152830,204650,36560,44175,75674,97234,3945,4640,1395035,1606178,1150740,1286013,140250,187800,8692,10327,69114,89508,1799,2040,24440,30490,1172689,1313223,145564,195220,25520,31548,73845,94934,3374,3915,140728,170824,120963,147002,5948,7493,7866,8776,1258,1502,320,437,4373,5614,124998,152146,7266,9430,11040,12627,1829,2300,571,725
R,4,2023,72,3127613,1441718,1685895,1189955,1351421,138205,189231,15541,18109,69264,91123,1982,2395,26771,33616,1213961,1381592,144506,198027,34034,41497,74249,96804,3686,4420,1308187,1521171,1075127,1209501,132458,182153,8041,9640,68136,89680,1696,1995,22729,28202,1095410,1234713,137500,189153,23668,29265,72534,94580,3173,3716,133531,164724,114828,141920,5747,7078,7500,8469,1128,1443,286,400,4042,5414,118551,146879,7006,8874,10366,12232,1715,2224,513,704
R,4,2023,73,3015692,1384744,1630948,1147173,1312959,128756,177758,14429,16653,67886,89799,1868,2124,24632,31655,1169376,1341219,134571,186101,31297,38536,72461,95209,3501,4078,1261480,1476353,1040820,1179330,123568,171105,7746,8992,66746,88378,1595,1784,21005,26764,1059697,1203120,128242,177809,22045,27499,70808,93087,3050,3475,123264,154595,106353,133629,5188,6653,6683,7661,1140,1421,273,340,3627,4891,109679,138099,6329,8292,9252,11037,1653,2122,451,603
R,4,2023,74,2897123,1324432,1572691,1106177,1278966,117238,163867,13282,15347,62718,82511,1764,2062,23253,29938,1127049,1305770,122576,171708,29524,36245,66963,87451,3329,3928,1211641,1429075,1008518,1154505,112694,157874,7284,8448,61723,81164,1475,1745,19947,25339,1026356,1177106,117006,164162,21152,26151,65516,85469,2855,3353,112791,143616,97659,124461,4544,5993,5998,6899,995,1347,289,317,3306,4599,100693,128664,5570,7546,8372,10094,1447,1982,474,575
R,4,2023,75,2877614,1313450,1564164,1113079,1291338,106682,151707,12344,14277,57674,76093,1582,1852,22089,28897,1133065,1317265,111699,159207,27786,34538,61591,80810,2969,3554,1206957,1428081,1020601,1173099,102470,145974,6834,7967,56747,74895,1356,1552,18949,24594,1037706,1195097,106564,152053,20003,25168,60234,79033,2604,3067,106493,136083,92478,118239,4212,5733,5510,6310,927,1198,226,300,3140,4303,95359,122168,5135,7154,7783,9370,1357,1777,365,487
R,4,2023,76,2763633,1256567,1507066,1075038,1257970,95497,136642,11290,13636,52633,70117,1434,1592,20675,27109,1093820,1282503,99997,143417,25933,32779,56163,74431,2756,3264,1159673,1380304,990605,1147665,91677,131398,6370,7693,51888,69024,1226,1337,17907,23187,1006854,1168574,95330,136866,19040,24124,55044,72792,2411,2796,96894,126762,84433,110305,3820,5244,4920,5943,745,1093,208,255,2768,3922,86966,113929,4667,6551,6893,8655,1119,1639,345,468
R,4,2023,77,2053408,923435,1129973,777928,927394,75710,111792,8788,11069,44527,58061,1216,1551,15266,20106,791655,945360,79329,117178,19186,24688,47353,61585,2363,2931,840677,1018893,705743,830595,72446,107143,4743,5863,43796,57072,1022,1303,12927,16917,717335,845628,75311,111462,13510,17318,46266,60150,2029,2520,82758,111080,72185,96799,3264,4649,4045,5206,731,989,194,248,2339,3189,74320,99732,4018,5716,5676,7370,1087,1435,334,411
R,4,2023,78,1979947,881640,1098307,747111,906391,69778,106302,8069,10296,41285,54798,1097,1350,14300,19170,759995,923464,73156,111558,17770,23376,43968,57989,2173,2678,807165,996372,681936,817221,66876,102216,4417,5643,40706,53924,948,1113,12282,16255,692961,831642,69608,106467,12713,16721,43092,56732,1913,2275,74475,101935,65175,89170,2902,4086,3652,4653,579,874,149,237,2018,2915,67034,91822,3548,5091,5057,6655,876,1257,260,403
R,4,2023,79,1914802,846458,1068344,723637,892538,63781,98028,7562,9466,37376,48926,925,1209,13177,18177,735509,908742,66978,102932,16749,22015,39612,51857,1864,2488,778093,973000,663747,808876,61168,94249,4275,5270,36838,48130,784,1020,11281,15455,673890,822590,63734,98241,12154,15961,38818,50668,1590,2146,68365,95344,59890,83662,2613,3779,3287,4196,538,796,141,189,1896,2722,61619,86152,3244,4691,4595,6054,794,1189,274,342
R,4,2023,80,1856071,812501,1043570,698922,877741,59036,93594,6614,8764,34860,45522,829,1092,12240,16857,709941,892841,61910,98170,15009,20499,37070,48174,1729,2186,750665,954140,644635,799478,56582,89863,3764,4784,34358,44811,719,894,10607,14310,654168,812237,58939,93538,11031,14813,36331,47100,1515,1861,61836,89430,54287,78263,2454,3731,2850,3980,502,711,110,198,1633,2547,55773,80604,2971,4632,3978,5686,739,1074,214,325
R,4,2023,81,1566109,676962,889147,578710,742719,50103,81373,5776,7691,31309,41825,759,1019,10305,14520,587998,755727,52572,85277,12835,17723,33187,44235,1481,1943,622637,811180,530884,674100,48025,78454,3337,4240,30909,41195,642,851,8840,12340,538840,685099,50019,81615,9378,12765,32572,43290,1267,1669,54325,77967,47826,68619,2078,2919,2439,3451,400,630,117,168,1465,2180,49158,70628,2553,3662,3457,4958,615,945,214,274
R,4,2023,82,1383043,588947,794096,501555,661114,43925,74054,5123,6940,28636,38351,687,871,9021,12766,509665,672449,46147,77668,11259,15590,30323,40503,1303,1738,539724,721186,458142,596831,42049,71191,2972,3882,28260,37768,589,718,7712,10796,465059,606378,43826,74090,8204,11215,29758,39643,1119,1471,49223,72910,43413,64283,1876,2863,2151,3058,376,583,98,153,1309,1970,44606,66071,2321,3578,3055,4375,565,860,184,267
R,4,2023,83,1238206,518562,719644,440464,598406,38977,67568,4490,6301,26187,34979,553,815,7891,11575,447538,608650,40877,70886,9797,14042,27691,36958,1125,1666,474039,652107,401239,538837,37228,64861,2532,3509,25840,34425,437,674,6763,9801,407277,547446,38758,67528,7053,10091,27204,36154,958,1420,44523,67537,39225,59569,1749,2707,1958,2792,347,554,116,141,1128,1774,40261,61204,2119,3358,2744,3951,487,804,167,246
R,4,2023,84,1133855,470028,663827,401768,555970,33801,59825,3990,5940,23044,31058,465,707,6960,10327,408035,565192,35524,62701,8625,12956,24419,32731,952,1391,430609,602800,366911,502178,32307,57377,2249,3335,22743,30592,378,579,6021,8739,372317,509927,33700,59699,6248,9288,23980,32055,819,1193,39419,61027,34857,53792,1494,2448,1741,2605,301,466,87,128,939,1588,35718,55265,1824,3002,2377,3668,439,676,133,198
R,4,2023,85,1014040,413871,600169,353668,502851,29660,54017,3428,5030,20472,28620,450,622,6193,9029,359241,510868,31247,56623,7561,10968,21649,30225,884,1246,379468,545660,323121,454610,28380,51827,2005,2828,20206,28203,383,520,5373,7672,327956,461370,29674,53969,5599,7875,21258,29611,755,1070,34403,54509,30547,48241,1280,2190,1423,2202,266,417,67,102,820,1357,31285,49498,1573,2654,1962,3093,391,614,129,176
