UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,2,2023,90,517738,190497,327241,163850,275893,12944,28291,1446,2626,9310,15555,175,356,2772,4520,166325,279859,13670,29638,3147,5500,9931,16432,415,719,174986,298726,150018,250506,12384,27180,825,1527,9191,15316,156,299,2412,3898,152171,253911,12985,28299,2301,4012,9749,16089,372,625,15511,28515,13832,25387,560,1111,621,1099,119,239,19,57,360,622,14154,25948,685,1339,846,1488,182,343,43,94
R,2,2023,91,434644,156076,278568,135926,237711,9375,22033,1132,2072,7296,12621,139,287,2208,3844,137892,241025,9990,23193,2469,4518,7794,13384,331,635,143334,255074,124501,216672,8966,21192,640,1199,7212,12458,115,239,1900,3314,126188,219506,9498,22150,1762,3306,7655,13148,280,551,12742,23494,11425,21039,409,841,492,873,84,163,24,48,308,530,11704,21519,492,1043,707,1212,139,236,51,84
R,2,2023,92,381461,132836,248625,115007,211448,8260,19770,1010,1829,6617,11859,136,242,1806,3477,116629,214453,8756,20794,2089,4047,7047,12558,287,540,121839,226994,105185,192136,7870,18949,573,1021,6525,11721,115,205,1571,2962,106593,194666,8282,19787,1505,2898,6909,12346,251,471,10997,21631,9822,19312,390,821,437,808,92,138,21,37,235,515,10036,19787,474,1007,584,1149,138,212,36,69
R,2,2023,93,306531,102855,203676,89046,173279,6357,16473,782,1384,5141,9622,92,205,1437,2713,90303,175626,6760,17317,1656,3068,5475,10173,243,448,94430,186683,81493,158117,6091,15803,455,794,5079,9479,76,179,1236,2311,82569,160092,6417,16505,1194,2216,5383,9965,211,399,8425,16993,7553,15162,266,670,327,590,62,143,16,26,201,402,7734,15534,343,812,462,852,92,208,32,49
R,2,2023,94,247200,80147,167053,69497,142500,4957,13150,609,1132,3899,7848,74,160,1111,2263,70473,144433,5295,13873,1290,2514,4158,8322,163,381,73558,153508,63598,130469,4729,12587,342,650,3854,7736,64,134,971,1932,64449,132101,5016,13192,930,1818,4092,8156,143,326,6589,13545,5899,12031,228,563,267,482,45,112,10,26,140,331,6024,12332,279,681,360,696,66,166,20,55
R,2,2023,95,197235,61221,136014,52940,116026,3800,10714,459,970,3037,6412,66,123,919,1769,53741,117531,4076,11245,984,2093,3247,6779,150,298,56389,125432,48626,106587,3640,10292,264,565,3010,6322,56,105,793,1561,49316,107908,3864,10740,709,1564,3206,6651,126,265,4832,10582,4314,9439,160,422,195,405,27,90,10,18,126,208,4425,9623,212,505,275,529,41,128,24,33
R,2,2023,96,148433,44212,104221,38087,88743,2827,8212,309,700,2278,5069,32,117,679,1380,38692,89928,3008,8662,705,1518,2445,5351,105,267,40661,96137,34901,81522,2707,7883,182,435,2250,4999,26,104,595,1194,35433,82538,2857,8269,532,1125,2402,5257,85,239,3551,8084,3186,7221,120,329,127,265,28,70,6,13,84,186,3259,7390,151,393,173,393,43,94,20,28
R,2,2023,97,111484,32056,79428,27298,67332,2152,6385,242,539,1820,3954,43,76,501,1142,27710,68281,2295,6786,527,1227,1965,4190,110,197,29508,73370,25019,61937,2070,6135,153,339,1798,3904,36,63,432,992,25373,62757,2187,6466,390,935,1930,4106,96,163,2548,6058,2279,5395,82,250,89,200,22,50,7,13,69,150,2337,5524,108,320,137,292,35,84,14,34
R,2,2023,98,81581,22214,59367,18866,50382,1492,4770,186,437,1331,2895,19,63,320,820,19137,51040,1585,5062,377,917,1413,3083,56,160,20496,55005,17348,46512,1425,4578,113,278,1315,2864,16,56,279,717,17585,47086,1505,4825,276,693,1389,3033,49,140,1718,4362,1518,3870,67,192,73,159,16,31,3,7,41,103,1552,3954,80,237,101,224,24,50,7,20
R,2,2023,99,55367,14685,40682,12285,34175,1045,3384,135,279,958,2213,19,52,243,579,12494,34644,1127,3584,255,619,1033,2345,44,121,13328,37677,11076,31488,998,3254,79,179,948,2197,16,49,211,510,11255,31897,1067,3427,180,475,1017,2317,35,109,1357,3005,1209,2687,47,130,56,100,10,16,3,3,32,69,1239,2747,60,157,75,144,16,28,9,12
R,2,2023,100,95875,22948,72927,18180,59238,2006,7186,296,623,1853,4535,69,112,544,1233,18613,60219,2244,7670,564,1286,2018,4851,171,290,20801,67485,16362,54518,1922,6900,193,432,1817,4478,49,91,458,1066,16732,55363,2119,7311,416,1003,1953,4745,130,233,2147,5442,1818,4720,84,286,103,191,36,57,20,21,86,167,1881,4856,125,359,148,283,65,106,41,57
R,3,2023,999,335834890,164778254,171056636,121198105,124150879,21569915,23632133,3358355,3280316,10537391,11538584,453598,454269,7660890,8000455,128234337,131485769,24512997,26751949,6570786,6742602,12916142,13928846,960590,960976,131982386,137979808,95144447,97794890,19601945,21615496,1144730,1179590,10099669,11093726,336044,335859,5655551,5960247,100344149,103264221,21719021,23883025,3320107,3582303,11987607,12991151,704403,704412,32795868,33076828,26053658,26355989,1967970,2016637,2213625,2100726,437722,444858,117554,118410,2005339,2040208,27890188,28221548,2793976,2868924,3250679,3160299,928535,937695,256187,256564
R,3,2023,0,3665929,1872198,1793731,1218789,1164934,301436,292123,46041,44675,114514,107859,7039,6761,184379,177379,1391492,1330798,391017,379035,97407,94266,179487,169899,17645,16927,1335319,1275498,833630,793809,255497,247686,12048,11582,103848,97770,4664,4397,125632,120254,951940,906917,316180,306521,41106,39269,151387,142936,11280,10550,536879,518233,385159,371125,45939,44437,33993,33093,10666,10089,2375,2364,58747,57125,439552,423881,74837,72514,56301,54997,28100,26963,6365,6377
R,3,2023,1,3720250,1900916,1819334,1239655,1182460,306509,298502,44166,42256,117059,110767,6909,6568,186618,178781,1414442,1349626,397117,385979,96022,92036,182968,173532,17635,16793,1374909,1311589,861567,817249,261714,255039,12464,11798,106957,101074,4609,4337,127598,122092,981700,932053,323249,314631,41905,39820,155408,147155,11336,10593,526007,507745,378088,365211,44795,43463,31702,30458,10102,9693,2300,2231,59020,56689,432742,417573,73868,71348,54117,52216,27560,26377,6299,6200
R,3,2023,2,3634589,1857926,1776663,1207063,1150013,304756,295881,42772,41112,117625,111264,6485,6074,179225,172319,1374930,1311153,391810,380232,92471,88944,180951,171825,16771,15917,1353839,1291545,842546,799160,263079,255624,12581,12165,108260,102089,4527,4181,122846,118326,958202,910432,322327,313386,40867,39280,154948,146784,11001,10239,504087,485118,364517,350853,41677,40257,30191,28947,9365,9175,1958,1893,56379,53993,416728,400721,69483,66846,51604,49664,26003,25041,5770,5678
R,3,2023,3,3781944,1931368,1850576,1272599,1213682,300748,293706,45218,43350,121843,116047,6996,6619,183964,177172,1444897,1379379,389943,380297,96051,92389,187016,178401,17579,16690,1426113,1364436,904635,859132,261301,255802,14660,14129,112684,107097,4871,4698,127962,123578,1025078,975305,322917,316056,44176,42568,161345,153719,11649,11036,505255,486140,367964,354550,39447,37904,30558,29221,9159,8950,2125,1921,56002,53594,419819,404074,67026,64241,51875,49821,25671,24682,5930,5654
R,3,2023,4,3829267,1954970,1874297,1294700,1236516,304654,297113,45900,44389,121387,115786,7100,6827,181229,173666,1464444,1398929,391939,381146,96388,92767,185440,177088,17794,16867,1449055,1386408,924125,878585,265639,259849,15110,14734,112355,107003,5023,4908,126803,121329,1043443,992559,326514,318623,44452,42787,160500,152713,11879,11337,505915,487889,370575,357931,39015,37264,30790,29655,9032,8783,2077,1919,54426,52337,421001,406370,65425,62523,51936,49980,24940,24375,5915,5530
R,3,2023,5,3901663,1993758,1907905,1322203,1260909,312019,303464,47595,45543,124509,118880,7431,6647,180001,172462,1490615,1422023,398096,386712,98567,94330,188096,179418,18213,16700,1478456,1410941,942523,894740,273233,265876,15746,15047,115430,110095,5312,4705,126212,120478,1061128,1007893,333451,324073,45561,43201,163203,155384,12295,11054,515302,496964,379680,366169,38786,37588,31849,30496,9079,8785,2119,1942,53789,51984,429487,414130,64645,62639,53006,51129,24893,24034,5918,5646
R,3,2023,6,3981708,2034418,1947290,1356082,1292560,311980,304284,49638,47766,129060,122629,7481,7031,180177,173020,1524294,1454062,396946,387091,101661,98018,192658,182932,18380,17346,1506592,1438188,965911,916271,272615,266326,16276,15748,119804,113851,5329,5011,126657,120981,1084752,1029796,332210,324377,46710,45009,167776,158900,12367,11603,527826,509102,390171,376289,39365,37958,33362,32018,9256,8778,2152,2020,53520,52039,439542,424266,64736,62714,54951,53009,24882,24032,6013,5743
R,3,2023,7,4037991,2063372,1974619,1384737,1318785,314308,306287,50443,49038,127124,121415,7381,7072,179379,172022,1552392,1479331,398309,388007,103338,99582,189981,181156,18259,17420,1526434,1458071,985589,934652,275168,268476,16520,16156,117938,112632,5266,5040,125953,121115,1103893,1048250,334236,326319,47551,45844,165105,157502,12257,11702,536938,516548,399148,384133,39140,37811,33923,32882,9186,8783,2115,2032,53426,50907,448499,431081,64073,61688,55787,53738,24876,23654,6002,5718
R,3,2023,8,4057177,2072726,1984451,1391297,1326088,316307,307823,51044,49426,129902,123323,7295,7153,176881,170638,1556554,1485283,398755,388709,103949,100537,191592,181893,17829,17224,1539062,1469331,992922,942612,277564,269990,16947,16258,120941,114827,5251,5078,125437,120566,1110682,1055642,336117,327482,48424,46368,167646,159030,12163,11626,533664,515120,398375,383476,38743,37833,34097,33168,8961,8496,2044,2075,51444,50072,445872,429641,62638,61227,55525,54169,23946,22863,5666,5598
R,3,2023,9,4025715,2057944,1967771,1386029,1320097,314010,305184,51043,49047,126814,120675,7373,7018,172675,165750,1547354,1474710,393984,383220,103649,99589,186605,177273,17838,16962,1528295,1456858,989617,938365,275795,267717,16840,16177,117988,112256,5234,4929,122821,117414,1104895,1048455,332838,323510,48310,46215,163394,154922,12101,11423,529649,510913,396412,381732,38215,37467,34203,32870,8826,8419,2139,2089,49854,48336,442459,426255,61146,59710,55339,53374,23211,22351,5737,5539
R,3,2023,10,4063712,2076025,1987687,1397397,1332696,315737,307125,51654,49837,133238,126259,7557,7125,170442,164645,1556279,1486042,394089,383490,104470,101122,192335,182622,17914,17029,1541831,1472707,996184,946187,277243,269974,17126,16374,124549,117879,5339,5033,121390,117260,1109979,1055918,333166,324726,48757,47033,169524,160740,12170,11576,534194,514980,401213,386509,38494,37151,34528,33463,8689,8380,2218,2092,49052,47385,446300,430124,60923,58764,55713,54089,22811,21882,5744,5453
R,3,2023,11,4078449,2086850,1991599,1412112,1342935,318202,307836,52663,50108,128393,121701,7349,7013,168131,162006,1568841,1493854,395042,382347,105864,101323,185925,176800,17661,16871,1546326,1473071,1004715,951979,279617,270845,17130,16412,119539,113459,5182,4892,120143,115484,1117259,1060012,334907,324424,49255,47242,163352,155386,12014,11436,540524,518528,407397,390956,38585,36991,35533,33696,8854,8242,2167,2121,47988,46522,451582,433842,60135,57923,56609,54081,22573,21414,5647,5435
R,3,2023,12,4155203,2125640,2029563,1442269,1372091,326118,314937,53409,51640,127227,120887,7414,7177,169203,162831,1599980,1523669,402733,389563,108155,104502,184579,175548,17667,17024,1569440,1494947,1020029,966733,287634,277564,17175,16795,118423,112630,5276,5073,120903,116152,1133254,1075270,342745,331312,50264,48744,162149,154218,12157,11551,556200,534616,422240,405358,38484,37373,36234,34845,8804,8257,2138,2104,48300,46679,466726,448399,59988,58251,57891,55758,22430,21330,5510,5473
R,3,2023,13,4234563,2166064,2068499,1475888,1403490,331786,320745,53242,50867,126785,121573,7366,7011,170997,164813,1635251,1556993,409626,397040,108343,103867,184345,176219,17732,17026,1593708,1519985,1034467,980500,293858,283880,17535,17055,118416,113595,5120,4825,124312,120130,1150844,1092859,350933,339963,51619,50104,163025,155935,12162,11651,572356,548514,441421,422990,37928,36865,35707,33812,8369,7978,2246,2186,46685,44683,484407,464134,58693,57077,56724,53763,21320,20284,5570,5375
R,3,2023,14,4347580,2224015,2123565,1521011,1444756,340712,329100,54536,52576,128763,123322,7388,7113,171605,166698,1680625,1599924,418493,405640,111004,107529,185715,177730,18082,17237,1633552,1557825,1063185,1006656,301814,291959,18129,17600,120253,115249,5085,4837,125086,121524,1179959,1120241,359297,348593,53304,51941,164507,157357,12326,11740,590463,565740,457826,438100,38898,37141,36407,34976,8510,8073,2303,2276,46519,45174,500666,479683,59196,57047,57700,55588,21208,20373,5756,5497
R,3,2023,15,4428376,2264241,2164135,1552794,1477209,343865,332168,56239,54310,132443,126555,7407,7087,171493,166806,1712206,1632111,420902,408120,114156,110695,188964,180997,18056,17293,1662795,1585872,1084525,1028243,305146,294958,18620,17819,123802,118381,5059,4880,125643,121591,1201767,1141695,362134,351105,55051,53117,167994,160433,12393,11793,601446,578263,468269,448966,38719,37210,37619,36491,8641,8174,2348,2207,45850,45215,510439,490416,58768,57015,59105,57578,20970,20564,5663,5500
R,3,2023,16,4420675,2263370,2157305,1561050,1480206,341554,328303,57370,54499,128983,124199,7339,7089,167074,163009,1716224,1631554,415556,401498,114872,110512,183962,177020,17745,17079,1660378,1581568,1091386,1031903,303087,291457,18459,17782,120470,116183,4977,4797,121999,119446,1205176,1143344,357643,345948,54482,53131,163372,157244,12096,11588,602992,575737,469664,448303,38467,36846,38911,36717,8513,8016,2362,2292,45075,43563,511048,488210,57913,55550,60390,57381,20590,19776,5649,5491
R,3,2023,17,4359977,2233931,2126046,1550316,1464232,330719,319454,56423,54144,128722,125642,7281,7037,160470,155537,1699337,1608548,400572,388131,113069,108548,181117,176400,17079,16527,1642001,1563270,1087578,1024591,293685,284085,18027,17523,120541,117996,4998,4799,117172,114276,1196871,1131048,345141,335267,53815,52026,161551,157679,11720,11391,591930,562776,462738,439641,37034,35369,38396,36621,8181,7646,2283,2238,43298,41261,502466,477500,55431,52864,59254,56522,19566,18721,5359,5136
R,3,2023,18,4379112,2245558,2133554,1560419,1472363,329906,316091,56760,53501,135037,132876,7359,6948,156077,151775,1705152,1613021,396569,382290,112725,107888,186628,182118,17050,16279,1655414,1575305,1097237,1034673,293451,281556,18241,17164,126921,125339,5102,4835,114462,111738,1203774,1138560,342551,330799,53964,51965,167462,164168,11812,11321,590144,558249,463182,437690,36455,34535,38519,36337,8116,7537,2257,2113,41615,40037,501378,474461,54018,51491,58761,55923,19166,17950,5238,4958
R,3,2023,19,4407154,2260857,2146297,1576398,1485525,329026,316751,56869,52660,138106,136023,7526,7026,152932,148312,1718144,1623163,393353,380208,113145,106931,188013,183937,17069,16043,1674848,1593330,1115703,1050757,293391,282826,18002,17134,130229,128588,5171,4920,112352,109105,1220260,1152387,341012,329961,54024,51947,169565,166261,11762,11231,586009,552967,460695,434768,35635,33925,38867,35526,7877,7435,2355,2106,40580,39207,497884,470776,52341,50247,59121,54984,18448,17676,5307,4812
R,3,2023,20,4380850,2244358,2136492,1564248,1478430,330876,320149,57117,52098,138640,136644,7425,6929,146052,142242,1699536,1609842,391588,380559,111738,104902,186323,182667,16534,15725,1663302,1588351,1106858,1046503,295014,286216,17833,16830,131028,129252,5216,4863,107353,104687,1206546,1143575,340072,331291,52884,50747,168526,165429,11594,11014,581056,548141,457390,431927,35862,33933,39284,35268,7612,7392,2209,2066,38699,37555,492990,466267,51516,49268,58854,54155,17797,17238,4940,4711
R,3,2023,21,4531725,2300043,2231682,1600154,1541588,346699,344390,56436,52047,148909,147858,7520,7487,140325,138312,1729497,1668956,404933,403339,109146,102869,194648,192875,16736,16522,1715807,1676501,1138718,1102410,309896,309125,17612,17276,141291,140292,5271,5364,103019,102034,1233908,1196606,352970,353077,51339,49971,177411,175915,11795,11808,584236,555181,461436,439178,36803,35265,38824,34771,7618,7566,2249,2123,37306,36278,495589,472350,51963,50262,57807,52898,17237,16960,4941,4714
R,3,2023,22,4816024,2436284,2379740,1691227,1643514,369248,367416,57618,52946,172927,171739,8368,8201,136896,135924,1816818,1768133,425870,425549,108313,101830,218370,216810,17861,17422,1840254,1812354,1219904,1192821,330594,330918,18261,17879,164925,163836,6084,5952,100486,100948,1312308,1285566,372294,374325,50675,49465,200883,199883,12858,12611,596030,567386,471323,450693,38654,36498,39357,35067,8002,7903,2284,2249,36410,34976,504510,482567,53576,51224,57638,52365,17487,16927,5003,4811
R,3,2023,23,4706631,2386523,2320108,1668643,1610009,353447,354105,55633,50529,171383,168257,8259,7846,129158,129362,1787043,1728833,406463,409101,104393,97369,213766,210923,17022,16379,1809657,1773509,1210014,1174920,316952,319055,17730,16914,163726,160664,6085,5588,95150,96368,1297449,1263646,356203,360530,48943,47148,197565,194857,12358,11636,576866,546599,458629,435089,36495,35050,37903,33615,7657,7593,2174,2258,34008,32994,489594,465187,50260,48571,55450,50221,16201,16066,4664,4743
R,3,2023,24,4608293,2337624,2270669,1639884,1579132,341027,342092,54210,49471,169886,167004,8061,7738,124556,125232,1754002,1694128,391278,394943,101790,95684,210681,207836,16709,16046,1776537,1737318,1193774,1154353,305735,308111,16981,16239,162274,159389,5900,5600,91873,93626,1278117,1240566,343013,347808,47588,46471,194845,192232,12136,11579,561087,533351,446110,424779,35292,33981,37229,33232,7612,7615,2161,2138,32683,31606,475885,453562,48265,47135,54202,49213,15836,15604,4573,4467
R,3,2023,25,4442949,2255119,2187830,1579470,1516925,326067,326160,52369,47785,171822,169884,7795,7445,117596,119631,1687294,1626586,373107,376066,97708,92458,210327,208923,15799,15146,1715193,1675895,1149663,1108649,292560,294212,15934,15311,164487,162569,5720,5374,86829,89780,1229352,1191121,327314,332013,45140,44356,195464,194328,11528,11007,539926,511935,429807,408276,33507,31948,36435,32474,7335,7315,2075,2071,30767,29851,457942,435465,45793,44053,52568,48102,14863,14595,4271,4139
R,3,2023,26,4374743,2219114,2155629,1558218,1493442,315462,317741,51875,47182,172219,173303,7556,7118,113784,116843,1662197,1600613,360236,365629,96533,91715,209478,211176,15398,14730,1684552,1649859,1132568,1090574,282310,286337,15457,14795,165156,166138,5494,5228,83567,86787,1209175,1170320,315063,322250,43816,43444,195208,196747,11176,10713,534562,505770,425650,402868,33152,31404,36418,32387,7063,7165,2062,1890,30217,30056,453022,430293,45173,43379,52717,48271,14270,14429,4222,4017
R,3,2023,27,4395947,2225019,2170928,1564527,1505649,315547,320167,52385,47289,173550,176206,7578,7251,111432,114366,1666364,1610203,358890,366651,96675,91998,209787,212785,15456,14936,1692600,1664145,1141367,1102127,282362,288333,15416,14563,166214,168782,5542,5396,81699,84944,1216174,1180014,313946,322920,43715,43451,195454,198454,11278,11013,532419,506783,423160,403522,33185,31834,36969,32726,7336,7424,2036,1855,29733,29422,450190,430189,44944,43731,52960,48547,14333,14331,4178,3923
R,3,2023,28,4419520,2229462,2190058,1569058,1515220,318607,330338,52292,47406,172902,176405,7650,7335,108953,113354,1668314,1618727,360444,375942,96678,92367,208123,212563,15445,15037,1702321,1684055,1150221,1112340,285702,297830,15460,14785,165667,169346,5669,5412,79602,84342,1222773,1189428,316104,331719,43684,44107,194136,198822,11387,11073,527141,506003,418837,402880,32905,32508,36832,32621,7235,7059,1981,1923,29351,29012,445541,429299,44340,44223,52994,48260,13987,13741,4058,3964
R,3,2023,29,4455101,2242132,2212969,1578633,1527322,322646,339121,52398,48071,174510,178942,7531,7295,106414,112218,1675308,1629717,362872,383881,96041,93767,209213,214305,15436,14930,1720790,1708314,1163635,1125922,290369,306817,15682,15250,167468,171797,5504,5340,78132,83188,1234666,1202029,319580,339814,43516,45112,195800,200481,11311,10939,521342,504655,414998,401400,32277,32304,36716,32821,7042,7145,2027,1955,28282,29030,440642,427688,43292,44067,52525,48655,13413,13824,4125,3991
